@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R289,483,499,489,487,497-498,495,492,501'

@attribute feature-303 {'\'(-inf-437.4]\'','\'(437.4-452.8]\'','\'(452.8-468.2]\'','\'(468.2-483.6]\'','\'(483.6-499]\'','\'(499-514.4]\'','\'(514.4-529.8]\'','\'(529.8-545.2]\'','\'(545.2-560.6]\'','\'(560.6-inf)\''}
@attribute feature-378 {'\'(-inf-378.4]\'','\'(378.4-409.8]\'','\'(409.8-441.2]\'','\'(441.2-472.6]\'','\'(472.6-504]\'','\'(504-535.4]\'','\'(535.4-566.8]\'','\'(566.8-598.2]\'','\'(598.2-629.6]\'','\'(629.6-inf)\''}
@attribute feature-493 {'\'(-inf-209]\'','\'(209-288]\'','\'(288-367]\'','\'(367-446]\'','\'(446-525]\'','\'(525-604]\'','\'(604-683]\'','\'(683-762]\'','\'(762-841]\'','\'(841-inf)\''}
@attribute feature-433 {'\'(-inf-308.6]\'','\'(308.6-354.2]\'','\'(354.2-399.8]\'','\'(399.8-445.4]\'','\'(445.4-491]\'','\'(491-536.6]\'','\'(536.6-582.2]\'','\'(582.2-627.8]\'','\'(627.8-673.4]\'','\'(673.4-inf)\''}
@attribute feature-472 {'\'(-inf-374.4]\'','\'(374.4-401.8]\'','\'(401.8-429.2]\'','\'(429.2-456.6]\'','\'(456.6-484]\'','\'(484-511.4]\'','\'(511.4-538.8]\'','\'(538.8-566.2]\'','\'(566.2-593.6]\'','\'(593.6-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute feature-336 {'\'(-inf-244.8]\'','\'(244.8-309.6]\'','\'(309.6-374.4]\'','\'(374.4-439.2]\'','\'(439.2-504]\'','\'(504-568.8]\'','\'(568.8-633.6]\'','\'(633.6-698.4]\'','\'(698.4-763.2]\'','\'(763.2-inf)\''}
@attribute feature-64 {'\'(-inf-269.4]\'','\'(269.4-324.8]\'','\'(324.8-380.2]\'','\'(380.2-435.6]\'','\'(435.6-491]\'','\'(491-546.4]\'','\'(546.4-601.8]\'','\'(601.8-657.2]\'','\'(657.2-712.6]\'','\'(712.6-inf)\''}
@attribute feature-475 {'\'(-inf-316.4]\'','\'(316.4-356.8]\'','\'(356.8-397.2]\'','\'(397.2-437.6]\'','\'(437.6-478]\'','\'(478-518.4]\'','\'(518.4-558.8]\'','\'(558.8-599.2]\'','\'(599.2-639.6]\'','\'(639.6-inf)\''}
@attribute CLASS {0,1}

@data
'\'(452.8-468.2]\'','\'(566.8-598.2]\'','\'(446-525]\'','\'(582.2-627.8]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(558.8-599.2]\'',1
'\'(499-514.4]\'','\'(409.8-441.2]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(478-518.4]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(209-288]\'','\'(491-536.6]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(599.2-639.6]\'',0
'\'(483.6-499]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(397.2-437.6]\'',0
'\'(545.2-560.6]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(518.4-558.8]\'',1
'\'(483.6-499]\'','\'(535.4-566.8]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(437.4-452.8]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(478-518.4]\'',0
'\'(499-514.4]\'','\'(504-535.4]\'','\'(525-604]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',0
'\'(529.8-545.2]\'','\'(535.4-566.8]\'','\'(446-525]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(367-446]\'','\'(445.4-491]\'','\'(429.2-456.6]\'','\'(393.6-455.8]\'','\'(244.8-309.6]\'','\'(269.4-324.8]\'','\'(558.8-599.2]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(446-525]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(558.8-599.2]\'',0
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(445.4-491]\'','\'(511.4-538.8]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(478-518.4]\'',0
'\'(514.4-529.8]\'','\'(566.8-598.2]\'','\'(367-446]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(558.8-599.2]\'',1
'\'(468.2-483.6]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(445.4-491]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(598.2-629.6]\'','\'(525-604]\'','\'(491-536.6]\'','\'(429.2-456.6]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(478-518.4]\'',1
'\'(468.2-483.6]\'','\'(409.8-441.2]\'','\'(288-367]\'','\'(354.2-399.8]\'','\'(456.6-484]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(514.4-529.8]\'','\'(504-535.4]\'','\'(-inf-209]\'','\'(445.4-491]\'','\'(-inf-374.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(558.8-599.2]\'',0
'\'(483.6-499]\'','\'(535.4-566.8]\'','\'(367-446]\'','\'(354.2-399.8]\'','\'(484-511.4]\'','\'(642.4-704.6]\'','\'(633.6-698.4]\'','\'(601.8-657.2]\'','\'(356.8-397.2]\'',1
'\'(529.8-545.2]\'','\'(566.8-598.2]\'','\'(683-762]\'','\'(491-536.6]\'','\'(511.4-538.8]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(478-518.4]\'',0
'\'(514.4-529.8]\'','\'(566.8-598.2]\'','\'(367-446]\'','\'(354.2-399.8]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(397.2-437.6]\'',1
'\'(483.6-499]\'','\'(472.6-504]\'','\'(288-367]\'','\'(445.4-491]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(478-518.4]\'',0
'\'(452.8-468.2]\'','\'(472.6-504]\'','\'(446-525]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(437.6-478]\'',0
'\'(452.8-468.2]\'','\'(441.2-472.6]\'','\'(604-683]\'','\'(582.2-627.8]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(356.8-397.2]\'',0
'\'(499-514.4]\'','\'(504-535.4]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(518.4-558.8]\'',1
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(604-683]\'','\'(582.2-627.8]\'','\'(429.2-456.6]\'','\'(-inf-269.2]\'','\'(244.8-309.6]\'','\'(324.8-380.2]\'','\'(599.2-639.6]\'',1
'\'(483.6-499]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(566.8-598.2]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(446-525]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(518.4-558.8]\'',1
'\'(514.4-529.8]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(445.4-491]\'','\'(456.6-484]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(437.6-478]\'',0
'\'(499-514.4]\'','\'(504-535.4]\'','\'(446-525]\'','\'(491-536.6]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(478-518.4]\'',1
'\'(483.6-499]\'','\'(472.6-504]\'','\'(367-446]\'','\'(445.4-491]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(558.8-599.2]\'',1
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(209-288]\'','\'(354.2-399.8]\'','\'(401.8-429.2]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(599.2-639.6]\'',0
'\'(483.6-499]\'','\'(472.6-504]\'','\'(683-762]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(356.8-397.2]\'',0
'\'(468.2-483.6]\'','\'(504-535.4]\'','\'(604-683]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(514.4-529.8]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(478-518.4]\'',0
'\'(452.8-468.2]\'','\'(409.8-441.2]\'','\'(288-367]\'','\'(354.2-399.8]\'','\'(456.6-484]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(478-518.4]\'',1
'\'(468.2-483.6]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(393.6-455.8]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(437.6-478]\'',0
'\'(499-514.4]\'','\'(504-535.4]\'','\'(525-604]\'','\'(399.8-445.4]\'','\'(566.2-593.6]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(437.6-478]\'',0
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(354.2-399.8]\'','\'(538.8-566.2]\'','\'(642.4-704.6]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(356.8-397.2]\'',0
'\'(529.8-545.2]\'','\'(441.2-472.6]\'','\'(288-367]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(437.6-478]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(446-525]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(446-525]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(288-367]\'','\'(399.8-445.4]\'','\'(484-511.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(518.4-558.8]\'',0
'\'(437.4-452.8]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(491-536.6]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(478-518.4]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(316.4-356.8]\'',0
'\'(514.4-529.8]\'','\'(409.8-441.2]\'','\'(525-604]\'','\'(491-536.6]\'','\'(484-511.4]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(397.2-437.6]\'',0
'\'(514.4-529.8]\'','\'(378.4-409.8]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(397.2-437.6]\'',1
'\'(499-514.4]\'','\'(472.6-504]\'','\'(525-604]\'','\'(491-536.6]\'','\'(484-511.4]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(558.8-599.2]\'',1
'\'(468.2-483.6]\'','\'(535.4-566.8]\'','\'(288-367]\'','\'(445.4-491]\'','\'(401.8-429.2]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(478-518.4]\'',1
'\'(514.4-529.8]\'','\'(566.8-598.2]\'','\'(525-604]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(504-535.4]\'','\'(367-446]\'','\'(491-536.6]\'','\'(429.2-456.6]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(558.8-599.2]\'',0
'\'(499-514.4]\'','\'(441.2-472.6]\'','\'(288-367]\'','\'(399.8-445.4]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(452.8-468.2]\'','\'(504-535.4]\'','\'(604-683]\'','\'(582.2-627.8]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(437.6-478]\'',1
'\'(452.8-468.2]\'','\'(504-535.4]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(478-518.4]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(244.8-309.6]\'','\'(269.4-324.8]\'','\'(599.2-639.6]\'',0
'\'(483.6-499]\'','\'(504-535.4]\'','\'(446-525]\'','\'(536.6-582.2]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(558.8-599.2]\'',1
'\'(437.4-452.8]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(511.4-538.8]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(478-518.4]\'',0
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(491-536.6]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(452.8-468.2]\'','\'(535.4-566.8]\'','\'(367-446]\'','\'(445.4-491]\'','\'(456.6-484]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(518.4-558.8]\'',0
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(604-683]\'','\'(491-536.6]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(356.8-397.2]\'',0
'\'(452.8-468.2]\'','\'(566.8-598.2]\'','\'(367-446]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(518.4-558.8]\'',0
'\'(499-514.4]\'','\'(472.6-504]\'','\'(367-446]\'','\'(445.4-491]\'','\'(429.2-456.6]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(397.2-437.6]\'',0
'\'(437.4-452.8]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(437.6-478]\'',0
'\'(514.4-529.8]\'','\'(504-535.4]\'','\'(762-841]\'','\'(582.2-627.8]\'','\'(511.4-538.8]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',1
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(397.2-437.6]\'',0
'\'(483.6-499]\'','\'(441.2-472.6]\'','\'(288-367]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(483.6-499]\'','\'(378.4-409.8]\'','\'(446-525]\'','\'(582.2-627.8]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(437.6-478]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(446-525]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(478-518.4]\'',1
'\'(499-514.4]\'','\'(472.6-504]\'','\'(209-288]\'','\'(491-536.6]\'','\'(401.8-429.2]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(518.4-558.8]\'',0
'\'(468.2-483.6]\'','\'(504-535.4]\'','\'(683-762]\'','\'(445.4-491]\'','\'(593.6-inf)\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(316.4-356.8]\'',1
'\'(514.4-529.8]\'','\'(472.6-504]\'','\'(446-525]\'','\'(445.4-491]\'','\'(511.4-538.8]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(437.6-478]\'',1
'\'(468.2-483.6]\'','\'(409.8-441.2]\'','\'(367-446]\'','\'(354.2-399.8]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(483.6-499]\'','\'(504-535.4]\'','\'(367-446]\'','\'(399.8-445.4]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(558.8-599.2]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(209-288]\'','\'(399.8-445.4]\'','\'(429.2-456.6]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(558.8-599.2]\'',0
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(604-683]\'','\'(582.2-627.8]\'','\'(511.4-538.8]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(657.2-712.6]\'','\'(316.4-356.8]\'',0
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(288-367]\'','\'(354.2-399.8]\'','\'(484-511.4]\'','\'(393.6-455.8]\'','\'(-inf-244.8]\'','\'(-inf-269.4]\'','\'(599.2-639.6]\'',0
'\'(452.8-468.2]\'','\'(504-535.4]\'','\'(446-525]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(437.6-478]\'',0
'\'(468.2-483.6]\'','\'(409.8-441.2]\'','\'(446-525]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(478-518.4]\'',0
'\'(483.6-499]\'','\'(504-535.4]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(484-511.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(478-518.4]\'',1
'\'(529.8-545.2]\'','\'(472.6-504]\'','\'(604-683]\'','\'(445.4-491]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',1
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(491-536.6]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(452.8-468.2]\'','\'(409.8-441.2]\'','\'(288-367]\'','\'(445.4-491]\'','\'(484-511.4]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(478-518.4]\'',1
'\'(514.4-529.8]\'','\'(535.4-566.8]\'','\'(683-762]\'','\'(582.2-627.8]\'','\'(484-511.4]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(437.6-478]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(446-525]\'','\'(582.2-627.8]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(633.6-698.4]\'','\'(601.8-657.2]\'','\'(397.2-437.6]\'',0
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(445.4-491]\'','\'(511.4-538.8]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(356.8-397.2]\'',1
'\'(483.6-499]\'','\'(-inf-378.4]\'','\'(446-525]\'','\'(354.2-399.8]\'','\'(538.8-566.2]\'','\'(642.4-704.6]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(437.6-478]\'',1
'\'(468.2-483.6]\'','\'(598.2-629.6]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(518-580.2]\'','\'(698.4-763.2]\'','\'(657.2-712.6]\'','\'(316.4-356.8]\'',0
'\'(452.8-468.2]\'','\'(472.6-504]\'','\'(525-604]\'','\'(445.4-491]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(397.2-437.6]\'',1
'\'(514.4-529.8]\'','\'(504-535.4]\'','\'(209-288]\'','\'(354.2-399.8]\'','\'(401.8-429.2]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(514.4-529.8]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(491-536.6]\'','\'(484-511.4]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(269.4-324.8]\'','\'(558.8-599.2]\'',1
'\'(483.6-499]\'','\'(441.2-472.6]\'','\'(525-604]\'','\'(582.2-627.8]\'','\'(456.6-484]\'','\'(518-580.2]\'','\'(698.4-763.2]\'','\'(657.2-712.6]\'','\'(316.4-356.8]\'',0
'\'(499-514.4]\'','\'(504-535.4]\'','\'(446-525]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(478-518.4]\'',1
'\'(514.4-529.8]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(445.4-491]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(446-525]\'','\'(582.2-627.8]\'','\'(429.2-456.6]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(518.4-558.8]\'',0
'\'(483.6-499]\'','\'(504-535.4]\'','\'(604-683]\'','\'(445.4-491]\'','\'(511.4-538.8]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(478-518.4]\'',0
'\'(514.4-529.8]\'','\'(441.2-472.6]\'','\'(604-683]\'','\'(445.4-491]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(316.4-356.8]\'',0
'\'(483.6-499]\'','\'(504-535.4]\'','\'(525-604]\'','\'(582.2-627.8]\'','\'(456.6-484]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(478-518.4]\'',1
'\'(483.6-499]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(429.2-456.6]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(483.6-499]\'','\'(409.8-441.2]\'','\'(525-604]\'','\'(399.8-445.4]\'','\'(566.2-593.6]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(397.2-437.6]\'',1
'\'(514.4-529.8]\'','\'(472.6-504]\'','\'(525-604]\'','\'(536.6-582.2]\'','\'(456.6-484]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(518.4-558.8]\'',1
'\'(468.2-483.6]\'','\'(535.4-566.8]\'','\'(525-604]\'','\'(354.2-399.8]\'','\'(538.8-566.2]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(499-514.4]\'','\'(472.6-504]\'','\'(525-604]\'','\'(491-536.6]\'','\'(456.6-484]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(397.2-437.6]\'',0
'\'(468.2-483.6]\'','\'(441.2-472.6]\'','\'(367-446]\'','\'(536.6-582.2]\'','\'(401.8-429.2]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(518.4-558.8]\'',1
'\'(499-514.4]\'','\'(535.4-566.8]\'','\'(683-762]\'','\'(582.2-627.8]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(356.8-397.2]\'',0
'\'(529.8-545.2]\'','\'(441.2-472.6]\'','\'(604-683]\'','\'(582.2-627.8]\'','\'(484-511.4]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(518.4-558.8]\'',0
'\'(452.8-468.2]\'','\'(472.6-504]\'','\'(604-683]\'','\'(491-536.6]\'','\'(484-511.4]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(356.8-397.2]\'',0
