@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R10,3,1,17,14,6,16,15,2,9,12-13,22,4,8,11,23'

@attribute stalk-shape {e,t}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute cap-shape {b,c,f,k,s,x}
@attribute veil-color {n,o,w,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute gill-attachment {a,d,f,n}
@attribute veil-type {p,u}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute cap-surface {f,g,s,y}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute bruises? {f,t}
@attribute gill-size {b,n}
@attribute stalk-root {b,c,e,r,u,z}
@attribute class {e,p}

@data
e,y,f,w,p,f,p,p,y,p,k,k,g,f,b,b,p
e,y,f,w,b,f,p,b,f,g,k,k,g,f,b,b,p
e,g,x,w,n,f,p,p,y,g,k,k,d,f,b,b,p
e,g,x,w,n,f,p,p,y,p,k,k,p,f,b,b,p
e,y,f,w,p,f,p,b,f,g,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,y,g,k,k,d,f,b,b,p
e,y,x,w,b,f,p,b,f,h,k,k,p,f,b,b,p
e,g,x,w,b,f,p,n,y,p,k,k,p,f,b,b,p
e,y,x,w,n,f,p,b,f,h,k,k,p,f,b,b,p
t,g,x,w,p,f,p,g,f,u,s,s,d,t,b,b,e
e,g,f,w,n,f,p,p,y,h,k,k,d,f,b,b,p
t,e,f,w,g,f,p,g,y,p,s,s,d,t,b,b,e
e,g,x,w,b,f,p,n,f,p,k,k,d,f,b,b,p
e,y,f,w,b,f,p,b,f,h,k,k,d,f,b,b,p
t,n,f,w,w,f,p,w,y,n,s,s,d,t,b,b,e
t,g,f,w,p,f,p,g,f,w,s,s,d,t,b,b,e
e,g,f,w,n,f,p,p,y,p,k,k,g,f,b,b,p
t,e,x,w,p,f,p,p,f,w,s,s,d,t,b,b,e
t,e,f,w,p,f,p,w,f,p,s,s,d,t,b,b,e
e,y,f,w,b,f,p,b,y,h,k,k,p,f,b,b,p
e,w,x,w,w,f,p,w,f,u,s,s,d,f,n,b,p
e,g,x,w,b,f,p,n,y,p,k,k,d,f,b,b,p
t,e,x,w,p,f,p,p,y,b,k,s,d,f,n,?,p
e,y,x,w,b,f,p,p,f,p,k,k,p,f,b,b,p
e,g,f,w,b,f,p,p,y,p,k,k,d,f,b,b,p
t,g,f,w,w,f,p,p,y,u,s,s,d,t,b,b,e
t,n,x,w,p,f,p,p,y,b,s,s,l,f,n,?,p
t,e,f,w,g,f,p,g,y,n,s,s,d,t,b,b,e
e,b,b,w,w,f,p,w,s,g,s,s,m,t,b,b,p
t,g,f,w,g,f,p,g,f,w,s,s,d,t,b,b,e
e,g,f,w,b,f,p,n,f,p,k,k,g,f,b,b,p
t,g,f,w,w,f,p,g,y,w,s,s,d,t,b,b,e
e,y,f,w,p,f,p,n,f,p,k,k,p,f,b,b,p
e,y,f,w,n,f,p,n,f,g,k,k,g,f,b,b,p
e,g,f,w,n,f,p,p,f,g,k,k,g,f,b,b,p
t,e,f,w,p,f,p,w,f,u,s,s,d,t,b,b,e
e,g,x,w,n,f,p,p,f,p,k,k,p,f,b,b,p
e,y,f,w,p,f,p,b,f,g,k,k,g,f,b,b,p
e,y,x,w,n,f,p,n,f,g,k,k,d,f,b,b,p
e,y,x,w,b,f,p,b,f,g,k,k,p,f,b,b,p
e,y,f,w,p,f,p,n,f,p,k,k,g,f,b,b,p
e,y,f,w,n,f,p,b,f,h,k,k,g,f,b,b,p
e,g,x,w,n,f,p,b,y,p,k,k,p,f,b,b,p
t,e,f,w,g,f,p,g,y,u,s,s,d,t,b,b,e
e,g,f,w,n,f,p,p,f,g,k,k,d,f,b,b,p
e,y,f,w,n,f,p,p,f,h,k,k,g,f,b,b,p
t,n,f,w,w,f,p,p,f,u,s,s,d,t,b,b,e
e,y,x,w,p,f,p,p,y,g,k,k,p,f,b,b,p
e,y,x,w,b,f,p,p,y,h,k,k,p,f,b,b,p
t,n,f,w,p,f,p,p,y,p,s,s,d,t,b,b,e
e,g,f,w,b,f,p,p,y,p,k,k,p,f,b,b,p
t,e,f,w,g,f,p,g,f,p,s,s,d,t,b,b,e
e,y,x,w,b,f,p,b,y,g,k,k,g,f,b,b,p
e,g,f,w,b,f,p,b,y,h,k,k,d,f,b,b,p
e,y,x,w,b,f,p,b,y,p,k,k,d,f,b,b,p
e,g,x,w,w,f,p,w,s,g,s,s,d,f,n,b,p
t,g,f,w,g,f,p,p,f,w,s,s,d,t,b,b,e
e,g,f,w,p,f,p,p,y,g,k,k,g,f,b,b,p
e,g,x,w,b,f,p,b,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,y,h,k,k,p,f,b,b,p
t,n,f,w,p,f,p,w,y,w,s,s,d,t,b,b,e
e,y,x,w,b,f,p,n,y,p,k,k,d,f,b,b,p
e,g,f,w,p,f,p,b,f,g,k,k,d,f,b,b,p
t,e,f,w,w,f,p,g,y,w,s,s,d,t,b,b,e
t,e,f,w,p,f,p,g,y,w,s,s,d,t,b,b,e
t,g,f,w,w,f,p,w,s,p,f,f,u,t,b,b,p
e,g,x,w,p,f,p,n,f,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,y,g,k,k,p,f,b,b,p
e,g,x,w,p,f,p,b,y,g,k,k,p,f,b,b,p
e,y,x,w,b,f,p,n,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,y,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,y,p,k,k,p,f,b,b,p
t,e,f,w,w,f,p,w,y,w,s,s,d,t,b,b,e
e,g,x,w,b,f,p,n,y,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,p,y,p,k,k,g,f,b,b,p
e,g,x,w,b,f,p,b,y,p,k,k,p,f,b,b,p
t,e,f,w,w,f,p,p,f,p,s,s,d,t,b,b,e
t,e,f,w,p,f,p,w,y,p,s,s,d,t,b,b,e
t,e,f,w,p,f,p,p,y,n,s,s,d,t,b,b,e
e,y,f,w,b,f,p,n,f,h,k,k,g,f,b,b,p
e,g,f,w,b,f,p,p,f,h,k,k,p,f,b,b,p
t,n,f,w,g,f,p,p,y,u,s,s,d,t,b,b,e
e,g,x,w,p,f,p,b,y,g,k,k,g,f,b,b,p
t,g,f,w,g,f,p,w,f,u,s,s,d,t,b,b,e
e,y,x,w,n,f,p,p,f,p,k,k,p,f,b,b,p
e,y,x,w,p,f,p,n,y,p,k,k,d,f,b,b,p
e,y,x,w,n,f,p,p,y,p,k,k,d,f,b,b,p
e,c,f,w,w,f,p,n,f,w,f,f,l,f,n,b,e
e,g,x,w,n,f,p,n,f,h,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,f,p,k,k,g,f,b,b,p
e,g,x,w,p,f,p,n,y,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,b,y,p,k,k,g,f,b,b,p
t,b,x,w,w,f,p,w,s,w,f,s,u,t,b,b,p
e,g,f,w,n,f,p,n,f,h,k,k,d,f,b,b,p
e,g,x,w,n,f,p,p,y,p,k,k,g,f,b,b,p
e,y,f,w,b,f,p,b,f,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,p,f,h,k,k,p,f,b,b,p
e,g,f,w,p,f,p,p,f,g,k,k,d,f,b,b,p
t,g,f,w,p,f,p,w,f,w,s,s,d,t,b,b,e
e,y,x,w,b,f,p,b,f,p,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,f,h,k,k,p,f,b,b,p
t,e,f,w,p,f,p,p,y,u,s,s,d,t,b,b,e
e,g,f,w,b,f,p,p,y,h,k,k,p,f,b,b,p
e,g,f,w,b,f,p,b,f,h,k,k,d,f,b,b,p
e,y,x,w,p,f,p,n,y,g,k,k,d,f,b,b,p
t,g,f,w,w,f,p,w,f,w,s,s,d,t,b,b,e
e,g,x,w,n,f,p,p,f,g,k,k,g,f,b,b,p
e,g,x,w,p,f,p,p,f,g,k,k,p,f,b,b,p
t,n,f,w,p,f,p,w,y,p,s,s,d,t,b,b,e
t,g,f,w,p,f,p,g,f,u,s,s,d,t,b,b,e
e,g,x,w,n,f,p,n,y,h,k,k,d,f,b,b,p
e,y,f,w,p,f,p,p,y,h,k,k,p,f,b,b,p
e,y,f,w,n,f,p,b,f,h,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,f,g,k,k,p,f,b,b,p
e,g,f,w,b,f,p,b,f,h,k,k,p,f,b,b,p
e,g,f,w,p,f,p,n,y,p,k,k,g,f,b,b,p
t,b,f,w,w,f,p,w,s,w,f,f,u,t,b,b,p
t,e,f,w,p,f,p,p,f,u,s,s,d,t,b,b,e
t,n,x,w,p,f,p,p,y,b,k,k,d,f,n,?,p
t,g,x,w,g,f,p,w,y,n,s,s,d,t,b,b,e
e,g,x,w,w,f,p,w,f,n,s,s,d,f,n,b,p
e,p,x,w,w,f,p,w,f,n,s,s,d,f,n,b,p
t,n,x,w,p,f,p,w,y,b,s,k,l,f,n,?,p
e,g,f,w,n,f,p,p,f,g,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,f,g,k,k,g,f,b,b,p
t,g,x,w,w,f,p,w,s,w,s,f,u,t,b,b,p
e,g,f,w,b,f,p,p,y,h,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,f,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,y,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,b,y,h,k,k,d,f,b,b,p
e,g,x,w,n,f,p,p,y,g,k,k,g,f,b,b,p
e,g,f,w,p,f,p,p,f,h,k,k,g,f,b,b,p
e,y,x,w,b,f,p,b,f,p,k,k,g,f,b,b,p
e,y,f,w,n,f,p,n,f,p,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,f,h,k,k,g,f,b,b,p
e,y,x,w,b,f,p,p,f,g,k,k,g,f,b,b,p
e,y,x,w,n,f,p,p,y,p,k,k,g,f,b,b,p
t,g,f,w,w,f,p,w,s,h,s,s,u,t,b,b,p
e,y,x,w,n,f,p,n,f,h,k,k,g,f,b,b,p
e,y,f,w,p,f,p,b,f,p,k,k,g,f,b,b,p
e,g,f,w,n,f,p,p,y,p,k,k,d,f,b,b,p
e,y,f,w,p,f,p,n,f,p,k,k,d,f,b,b,p
e,y,f,w,b,f,p,p,f,g,k,k,d,f,b,b,p
e,g,x,w,b,f,p,n,y,h,k,k,p,f,b,b,p
e,g,x,w,n,f,p,b,y,p,k,k,p,f,b,b,p
t,e,f,w,w,f,p,w,y,p,s,s,d,t,b,b,e
e,y,f,w,n,f,p,p,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,p,f,h,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,y,h,k,k,p,f,b,b,p
e,y,x,w,b,f,p,p,f,g,k,k,g,f,b,b,p
e,y,x,w,p,f,p,p,f,g,k,k,p,f,b,b,p
e,g,x,w,n,f,p,b,f,h,k,k,d,f,b,b,p
e,y,x,w,p,f,p,p,y,p,k,k,p,f,b,b,p
t,w,f,w,w,f,p,w,s,p,f,f,u,t,b,b,p
e,y,f,w,p,f,p,n,f,h,k,k,g,f,b,b,p
e,y,f,w,b,f,p,p,f,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,y,h,k,k,p,f,b,b,p
e,y,f,w,p,f,p,b,f,p,k,k,d,f,b,b,p
e,y,f,w,b,f,p,n,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,b,f,g,k,k,p,f,b,b,p
e,g,x,w,n,f,p,b,y,p,k,k,g,f,b,b,p
e,y,x,w,b,f,p,p,f,h,k,k,p,f,b,b,p
e,g,f,w,p,f,p,b,f,g,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,f,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,y,p,k,k,d,f,b,b,p
e,y,x,w,n,f,p,b,y,g,k,k,d,f,b,b,p
t,w,x,w,w,f,p,w,s,h,f,s,g,t,b,b,p
e,g,f,w,n,f,p,b,f,p,k,k,g,f,b,b,p
t,b,x,w,w,f,p,w,s,p,f,s,g,t,b,b,p
e,g,f,w,p,f,p,b,y,h,k,k,d,f,b,b,p
e,g,x,w,n,f,p,n,y,p,k,k,d,f,b,b,p
e,y,x,w,n,f,p,b,f,g,k,k,g,f,b,b,p
e,y,x,w,n,f,p,n,f,p,k,k,g,f,b,b,p
e,y,x,w,p,f,p,p,y,g,k,k,g,f,b,b,p
t,g,f,w,g,f,p,g,y,u,s,s,d,t,b,b,e
e,y,f,w,p,f,p,p,y,h,k,k,p,f,b,b,p
e,g,x,w,p,f,p,n,y,h,k,k,p,f,b,b,p
e,y,f,w,p,f,p,b,f,h,k,k,g,f,b,b,p
e,y,f,w,n,f,p,p,y,h,k,k,p,f,b,b,p
e,y,f,w,n,f,p,p,f,g,k,k,d,f,b,b,p
e,g,x,w,p,f,p,p,y,h,k,k,p,f,b,b,p
e,g,f,w,b,f,p,b,f,g,k,k,g,f,b,b,p
e,g,x,w,p,f,p,p,y,g,k,k,p,f,b,b,p
e,p,x,w,w,f,p,w,f,p,s,s,d,f,n,b,p
e,y,x,w,n,f,p,n,y,g,k,k,d,f,b,b,p
e,y,x,w,n,f,p,n,f,g,k,k,g,f,b,b,p
e,y,f,w,b,f,p,p,f,h,k,k,g,f,b,b,p
e,g,x,w,p,f,p,n,y,g,k,k,g,f,b,b,p
e,g,f,w,p,f,p,n,f,g,k,k,g,f,b,b,p
e,g,x,w,p,f,p,n,y,h,k,k,d,f,b,b,p
e,y,x,w,b,f,p,n,f,h,k,k,g,f,b,b,p
e,y,x,w,b,f,p,p,f,g,k,k,p,f,b,b,p
e,g,x,w,p,f,p,b,y,h,k,k,d,f,b,b,p
e,y,x,w,n,f,p,p,y,g,k,k,d,f,b,b,p
e,g,f,w,b,f,p,b,y,g,k,k,p,f,b,b,p
e,g,f,w,p,f,p,n,y,p,k,k,d,f,b,b,p
e,y,x,w,b,f,p,n,f,h,k,k,p,f,b,b,p
e,n,k,w,w,f,p,n,y,w,f,f,l,f,n,b,e
e,g,f,w,n,f,p,n,f,p,k,k,p,f,b,b,p
e,y,x,w,n,f,p,p,y,h,k,k,g,f,b,b,p
e,y,f,w,p,f,p,p,f,p,k,k,g,f,b,b,p
e,g,x,w,n,f,p,b,y,h,k,k,d,f,b,b,p
e,g,x,w,b,f,p,p,f,h,k,k,p,f,b,b,p
e,y,f,w,p,f,p,p,f,p,k,k,g,f,b,b,p
e,p,f,w,w,f,p,w,s,e,s,s,w,t,b,?,e
e,y,f,w,n,f,p,b,f,p,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,f,g,k,k,d,f,b,b,p
e,g,x,w,p,f,p,b,y,p,k,k,d,f,b,b,p
e,g,f,w,b,f,p,p,y,g,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,f,g,k,k,d,f,b,b,p
e,g,f,w,p,f,p,n,y,h,k,k,g,f,b,b,p
e,g,f,w,n,f,p,b,y,h,k,k,g,f,b,b,p
e,p,k,w,w,f,p,e,s,e,s,s,w,t,b,?,e
e,y,x,w,p,f,p,n,f,p,k,k,d,f,b,b,p
e,y,f,w,p,f,p,n,f,p,k,k,p,f,b,b,p
e,g,f,w,b,f,p,n,f,h,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,f,p,k,k,g,f,b,b,p
e,y,x,w,n,f,p,p,f,h,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,f,p,k,k,p,f,b,b,p
e,g,x,w,p,f,p,p,y,g,k,k,g,f,b,b,p
e,y,f,w,b,f,p,n,y,g,k,k,g,f,b,b,p
e,g,f,w,n,f,p,n,f,h,k,k,d,f,b,b,p
e,y,x,w,p,f,p,p,f,g,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,f,g,k,k,g,f,b,b,p
e,g,f,w,p,f,p,n,f,g,k,k,d,f,b,b,p
e,y,f,w,p,f,p,b,f,h,k,k,g,f,b,b,p
t,g,f,w,p,f,p,w,y,w,s,s,d,t,b,b,e
e,g,f,w,p,f,p,b,y,h,k,k,d,f,b,b,p
e,g,f,w,n,f,p,p,y,g,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,y,g,k,k,g,f,b,b,p
e,y,x,w,p,f,p,b,y,p,k,k,g,f,b,b,p
e,g,x,w,b,f,p,n,y,p,k,k,g,f,b,b,p
e,y,x,w,p,f,p,b,y,g,k,k,p,f,b,b,p
e,y,f,w,b,f,p,b,f,p,k,k,d,f,b,b,p
e,y,x,w,p,f,p,n,f,g,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,y,p,k,k,p,f,b,b,p
e,g,f,w,b,f,p,p,f,p,k,k,g,f,b,b,p
e,y,x,w,p,f,p,b,f,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,b,f,h,k,k,g,f,b,b,p
e,g,f,w,b,f,p,p,y,g,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,f,h,k,k,g,f,b,b,p
e,y,f,w,p,f,p,p,y,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,b,f,p,k,k,g,f,b,b,p
e,y,x,w,b,f,p,p,f,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,y,p,k,k,g,f,b,b,p
e,g,f,w,b,f,p,b,y,h,k,k,g,f,b,b,p
e,g,f,w,n,f,p,b,y,p,k,k,p,f,b,b,p
e,r,x,w,w,f,p,w,y,p,s,f,d,f,n,?,e
e,y,f,w,n,f,p,b,y,p,k,k,g,f,b,b,p
e,y,x,w,b,f,p,p,f,g,k,k,d,f,b,b,p
t,n,x,w,w,f,p,w,y,b,k,s,p,f,n,?,p
e,y,f,w,b,f,p,n,y,h,k,k,d,f,b,b,p
e,n,k,w,w,f,p,n,y,w,k,y,d,f,n,?,p
e,y,f,w,b,f,p,p,f,p,k,k,d,f,b,b,p
e,g,x,w,b,f,p,n,y,h,k,k,d,f,b,b,p
e,g,x,w,b,f,p,p,y,h,k,k,g,f,b,b,p
e,g,f,w,n,f,p,p,y,g,k,k,g,f,b,b,p
e,y,x,w,p,f,p,p,f,p,k,k,d,f,b,b,p
e,g,x,w,n,f,p,p,f,g,k,k,d,f,b,b,p
e,g,x,w,n,f,p,b,y,g,k,k,d,f,b,b,p
e,g,x,w,n,f,p,n,y,p,k,k,g,f,b,b,p
e,g,x,w,p,f,p,n,y,g,k,k,g,f,b,b,p
t,e,f,w,g,f,p,p,y,w,s,s,d,t,b,b,e
e,y,f,w,n,f,p,n,f,h,k,k,p,f,b,b,p
e,y,x,w,p,f,p,p,y,h,k,k,g,f,b,b,p
e,y,f,w,n,f,p,n,f,g,k,k,g,f,b,b,p
e,y,x,w,b,f,p,b,f,p,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,f,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,p,f,h,k,k,g,f,b,b,p
e,y,x,w,p,f,p,p,y,g,k,k,g,f,b,b,p
t,b,f,w,w,f,p,w,s,w,s,s,u,t,b,b,p
e,g,x,w,p,f,p,b,y,p,k,k,g,f,b,b,p
e,y,x,w,n,f,p,n,y,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,n,f,g,k,k,p,f,b,b,p
e,g,f,w,b,f,p,n,y,g,k,k,d,f,b,b,p
e,y,f,w,p,f,p,b,f,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,y,h,k,k,g,f,b,b,p
e,g,x,w,b,f,p,n,y,p,k,k,g,f,b,b,p
e,e,x,w,w,f,p,e,s,e,s,s,w,t,b,?,e
e,g,f,w,p,f,p,p,f,g,k,k,d,f,b,b,p
e,y,f,w,n,f,p,p,f,p,k,k,d,f,b,b,p
e,g,f,w,n,f,p,n,y,g,k,k,d,f,b,b,p
e,y,x,w,p,f,p,p,y,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,n,y,g,k,k,d,f,b,b,p
e,y,x,w,b,f,p,b,f,h,k,k,g,f,b,b,p
e,w,b,w,w,f,p,w,y,w,s,s,l,t,n,b,p
t,b,f,w,w,f,p,w,s,h,s,s,u,t,b,b,p
e,y,x,w,b,f,p,p,y,p,k,k,p,f,b,b,p
e,g,f,w,b,f,p,b,y,g,k,k,d,f,b,b,p
e,g,f,w,p,f,p,p,y,g,k,k,p,f,b,b,p
e,y,f,w,b,f,p,p,y,p,k,k,p,f,b,b,p
e,g,f,w,n,f,p,n,f,g,k,k,d,f,b,b,p
e,y,x,w,p,f,p,p,y,h,k,k,d,f,b,b,p
e,y,x,w,b,f,p,p,f,p,k,k,g,f,b,b,p
e,g,f,w,b,f,p,p,f,p,k,k,g,f,b,b,p
t,w,x,w,w,f,p,w,s,w,f,f,u,t,b,b,p
t,g,f,w,g,f,p,p,y,n,s,s,d,t,b,b,e
t,n,x,w,w,f,p,p,y,b,s,k,d,f,n,?,p
e,g,f,w,p,f,p,p,y,p,k,k,d,f,b,b,p
e,g,f,w,p,f,p,n,f,g,k,k,g,f,b,b,p
t,e,f,w,p,f,p,g,y,n,s,s,d,t,b,b,e
e,b,x,w,w,f,p,e,y,e,s,s,w,t,b,?,e
e,y,x,w,n,f,p,n,y,h,k,k,g,f,b,b,p
e,y,x,w,b,f,p,n,y,g,k,k,d,f,b,b,p
e,y,x,w,n,f,p,b,y,h,k,k,p,f,b,b,p
e,y,x,w,n,f,p,n,y,p,k,k,g,f,b,b,p
e,y,f,w,b,f,p,n,f,g,k,k,g,f,b,b,p
e,g,f,w,b,f,p,b,y,p,k,k,g,f,b,b,p
e,g,x,w,n,f,p,n,f,p,k,k,g,f,b,b,p
e,y,f,w,b,f,p,b,y,p,k,k,g,f,b,b,p
e,g,x,w,p,f,p,p,y,h,k,k,g,f,b,b,p
e,y,x,w,p,f,p,n,y,g,k,k,g,f,b,b,p
e,g,f,w,b,f,p,n,y,h,k,k,p,f,b,b,p
e,y,f,w,n,f,p,b,y,h,k,k,g,f,b,b,p
e,g,x,w,p,f,p,b,y,g,k,k,d,f,b,b,p
e,g,f,w,p,f,p,p,y,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,y,p,k,k,p,f,b,b,p
e,u,x,w,w,f,p,w,y,h,s,f,d,f,n,?,e
e,g,x,w,n,f,p,n,f,g,k,k,g,f,b,b,p
e,y,f,w,n,f,p,p,f,g,k,k,g,f,b,b,p
e,y,f,w,p,f,p,n,f,h,k,k,g,f,b,b,p
e,y,x,w,p,f,p,n,f,h,k,k,g,f,b,b,p
e,y,f,w,b,f,p,b,f,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,b,f,h,k,k,g,f,b,b,p
e,g,f,w,b,f,p,b,y,p,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,f,h,k,k,g,f,b,b,p
e,y,f,w,b,f,p,n,f,h,k,k,d,f,b,b,p
e,y,f,w,b,f,p,n,y,h,k,k,p,f,b,b,p
e,g,f,w,p,f,p,n,f,g,k,k,p,f,b,b,p
e,g,f,w,n,f,p,b,y,g,k,k,g,f,b,b,p
e,y,f,w,n,f,p,b,f,g,k,k,d,f,b,b,p
t,e,f,w,g,f,p,w,f,u,s,s,d,t,b,b,e
t,b,f,w,w,f,p,w,s,h,s,f,u,t,b,b,p
e,g,f,w,p,f,p,n,y,g,k,k,d,f,b,b,p
e,g,f,w,p,f,p,p,f,h,k,k,p,f,b,b,p
e,y,x,w,p,f,p,b,y,p,k,k,g,f,b,b,p
e,y,f,w,p,f,p,b,f,p,k,k,p,f,b,b,p
e,y,f,w,n,f,p,n,y,h,k,k,d,f,b,b,p
t,n,f,w,w,f,p,g,y,u,s,s,d,t,b,b,e
e,y,f,w,b,f,p,n,y,h,k,k,g,f,b,b,p
e,b,x,w,w,f,p,w,s,e,s,s,w,t,b,?,e
e,y,x,w,n,f,p,p,y,p,k,k,g,f,b,b,p
e,y,x,w,p,f,p,b,f,p,k,k,d,f,b,b,p
e,y,x,w,p,f,p,n,y,h,k,k,g,f,b,b,p
e,g,f,w,b,f,p,b,y,g,k,k,p,f,b,b,p
t,e,f,w,g,f,p,g,f,n,s,s,d,t,b,b,e
e,y,f,w,p,f,p,n,f,p,k,k,d,f,b,b,p
e,y,f,w,b,f,p,n,f,p,k,k,g,f,b,b,p
e,y,x,w,n,f,p,n,y,h,k,k,d,f,b,b,p
e,y,x,w,n,f,p,b,f,p,k,k,g,f,b,b,p
t,n,x,w,w,f,p,p,y,b,k,s,d,f,n,?,p
e,y,f,w,p,f,p,b,f,p,k,k,p,f,b,b,p
e,y,x,w,n,f,p,b,y,h,k,k,g,f,b,b,p
e,y,f,w,n,f,p,n,f,g,k,k,p,f,b,b,p
e,y,f,w,n,f,p,b,f,g,k,k,d,f,b,b,p
e,g,f,w,b,f,p,p,y,p,k,k,p,f,b,b,p
e,g,f,w,b,f,p,b,y,h,k,k,g,f,b,b,p
e,g,f,w,b,f,p,n,y,h,k,k,d,f,b,b,p
e,g,f,w,b,f,p,n,f,g,k,k,g,f,b,b,p
e,g,x,w,w,f,p,w,s,p,s,s,d,f,n,b,p
e,y,x,w,b,f,p,p,y,g,k,k,g,f,b,b,p
t,g,f,w,w,f,p,w,s,h,f,f,u,t,b,b,p
e,g,x,w,n,f,p,n,y,p,k,k,g,f,b,b,p
e,y,x,w,p,f,p,b,y,p,k,k,p,f,b,b,p
e,y,x,w,n,f,p,b,y,h,k,k,d,f,b,b,p
t,g,f,w,p,f,p,g,y,u,s,s,d,t,b,b,e
e,g,f,w,b,f,p,n,f,g,k,k,d,f,b,b,p
e,y,f,w,n,f,p,p,y,h,k,k,g,f,b,b,p
e,g,f,w,n,f,p,b,y,h,k,k,p,f,b,b,p
e,y,x,w,b,f,p,b,y,h,k,k,g,f,b,b,p
e,g,x,w,b,f,p,p,y,p,k,k,d,f,b,b,p
e,y,x,w,b,f,p,p,f,p,k,k,p,f,b,b,p
t,n,f,w,g,f,p,g,y,n,s,s,d,t,b,b,e
e,g,x,w,n,f,p,n,y,g,k,k,g,f,b,b,p
e,y,f,w,b,f,p,p,f,g,k,k,g,f,b,b,p
e,g,x,w,p,f,p,n,y,p,k,k,p,f,b,b,p
e,y,x,w,p,f,p,p,y,p,k,k,g,f,b,b,p
e,g,f,w,n,f,p,b,f,g,k,k,p,f,b,b,p
e,g,f,w,p,f,p,b,f,h,k,k,g,f,b,b,p
e,y,x,w,b,f,p,n,y,h,k,k,g,f,b,b,p
e,b,k,w,e,f,p,e,y,e,s,s,w,t,b,?,e
e,y,x,w,b,f,p,b,y,p,k,k,p,f,b,b,p
t,n,x,w,p,f,p,w,y,b,s,k,d,f,n,?,p
e,g,f,w,n,f,p,n,y,p,k,k,p,f,b,b,p
e,g,x,w,n,f,p,n,y,g,k,k,p,f,b,b,p
e,y,f,w,b,f,p,b,y,h,k,k,g,f,b,b,p
e,g,f,w,p,f,p,p,y,g,k,k,d,f,b,b,p
e,g,f,w,b,f,p,p,f,h,k,k,g,f,b,b,p
e,y,f,w,n,f,p,n,y,h,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,f,g,k,k,d,f,b,b,p
t,w,x,w,w,f,p,w,s,p,f,f,u,t,b,b,p
e,y,x,w,p,f,p,b,y,g,k,k,g,f,b,b,p
e,y,f,w,p,f,p,p,f,g,k,k,p,f,b,b,p
e,y,x,w,p,f,p,n,f,p,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,y,g,k,k,p,f,b,b,p
e,y,f,w,b,f,p,n,y,h,k,k,g,f,b,b,p
e,y,x,w,n,f,p,b,y,h,k,k,g,f,b,b,p
